features_name,importance
개화기,0.18240376428842445
초장,0.15960978283143212
파종기,0.15744142233059882
주경장,0.14839505834894048
과장,0.1347461697966921
정식기,0.11236405596251636
과실.속살의.두께,0.08871039343366549
착과형태,0.01632935300773014
