features_name,importance
초장,0.17832681082028692
개화기,0.16733901368103804
주경장,0.1489931042121215
파종기,0.13581805369249642
정식기,0.13557229263154194
과장,0.12103983613964188
과실.속살의.두께,0.08536657856186776
착과형태,0.027544310261005588
