features_name,importance
초장,0.17713929430708367
주경장,0.17118595177200355
개화기,0.15470406600451717
과장,0.13225717462843933
파종기,0.13072900841313226
정식기,0.12265657604458013
과실.속살의.두께,0.08864072323234268
착과형태,0.022687205597901272
