features_name,importance
주경장,0.16493968917446936
개화기,0.16487861461049932
초장,0.1646225527258154
파종기,0.14886174188244444
과장,0.1372010837313862
정식기,0.11905260018493723
과실.속살의.두께,0.07287458720255838
착과형태,0.02756913048788958
