features_name,importance
개화기,0.1687555683080457
주경장,0.16246710497886702
초장,0.1593954086604661
파종기,0.13795236892142423
정식기,0.13664605662519475
과장,0.12302395061850438
과실.속살의.두께,0.09116316289787017
착과형태,0.020596378989627805
