label,파종기,정식기,초장,생과중,성숙기..착색기.,개화기,착과형태,과폭,과장,천립중,주경장,엽장,엽폭,과실.속살의.두께,과실.심실의.수,절간장
1,421,603,NA,NA,NA,630,1,NA,8.3,NA,12.5,NA,NA,3.9,NA,NA
4,421,603,NA,NA,NA,720,2,NA,6.4,NA,26,NA,NA,3.5,NA,NA
3,421,603,NA,NA,NA,705,1,NA,12,NA,19,NA,NA,105,NA,NA
3,421,603,NA,NA,NA,718,2,NA,NA,NA,33.5,NA,NA,1.7,NA,NA
4,421,603,NA,NA,NA,715,2,NA,7.7,NA,34,NA,NA,1.4,NA,NA
3,421,603,NA,NA,NA,625,1,NA,5.1,NA,22.5,NA,NA,1.2,NA,NA
3,421,603,NA,NA,NA,628,NA,NA,2.6,NA,16,NA,NA,2,NA,NA
1,421,603,NA,NA,NA,622,4,NA,3.14,NA,25,NA,NA,4.4,NA,NA
3,421,603,NA,NA,NA,811,2,NA,9.6,NA,49,NA,NA,1.3,NA,NA
1,314,429,150,11.9,NA,603,2,2.3,7.5,6.5,33,11.3,4.7,2.2,NA,NA
1,421,603,NA,NA,NA,715,1,NA,1.5,NA,11,NA,NA,0.8,NA,NA
1,421,603,NA,NA,NA,808,1,NA,1.4,NA,17,NA,NA,0.7,NA,NA
1,312,429,100,NA,723,617,1,NA,NA,NA,30.2,19.8,10.2,NA,NA,6.5
1,421,603,NA,NA,NA,620,4,NA,4.3,NA,16,NA,NA,6.9,NA,NA
3,421,603,NA,NA,NA,705,2,NA,9.1,NA,33,NA,NA,1.4,NA,NA
1,421,603,NA,NA,NA,705,2,NA,15,NA,25,NA,NA,1.4,NA,NA
1,225,NA,78,NA,NA,630,2,6.6,6.6,NA,15.1,18.9,8.5,5.2,4,9.8
1,225,NA,94.7,NA,NA,616,2,5,3.9,NA,17.6,12.5,5.7,5,3.6,5.1
1,421,603,NA,NA,NA,707,2,NA,9.7,NA,23,NA,NA,2.5,NA,NA
1,421,603,NA,NA,NA,713,NA,NA,4.1,NA,33,NA,NA,2.9,NA,NA
1,NA,NA,83.6,NA,NA,NA,1,NA,6.6,3.8,14.3,NA,NA,0.9,2.2,NA
3,421,603,NA,NA,NA,728,2,NA,12,NA,62,NA,NA,1.6,NA,NA
2,312,429,111.7,32.9,710,520,2,2.5,5.5,NA,16.4,15.1,7.5,2.3,NA,9.2
3,421,603,NA,NA,NA,810,2,NA,12,NA,26,NA,NA,2.4,NA,NA
3,NA,NA,60.6,NA,NA,NA,1,NA,5.9,3.3,14.6,NA,NA,1.8,2.2,NA
1,421,603,NA,NA,NA,709,2,NA,9.4,NA,28.5,NA,NA,2.6,NA,NA
1,421,603,NA,NA,NA,709,2,NA,15,NA,31.5,NA,NA,3.6,NA,NA
1,421,603,NA,NA,NA,704,2,NA,15.5,NA,24,NA,NA,2.4,NA,NA
3,421,603,NA,NA,NA,630,NA,NA,4.6,NA,29,NA,NA,2.3,NA,NA
3,421,603,NA,NA,NA,702,4,NA,4.9,NA,33,NA,NA,1,NA,NA
3,NA,NA,161,NA,NA,NA,1,NA,8.6,4.1,19.3,NA,NA,1.5,2.4,NA
1,421,603,NA,NA,NA,630,1,NA,2.3,NA,19,NA,NA,2.8,NA,NA
4,312,507,146.7,NA,NA,NA,2,NA,13.5,NA,NA,NA,NA,NA,NA,NA
3,421,603,NA,NA,NA,701,2,NA,3.2,NA,19.5,NA,NA,1.5,NA,NA
1,421,603,NA,NA,NA,703,2,NA,9.2,NA,24,NA,NA,3,NA,NA
3,421,603,NA,NA,NA,728,1,NA,3.4,NA,35,NA,NA,0.4,NA,NA
1,306,508,175,1.5,730,618,3,0.7,3.6,NA,NA,NA,NA,0.9,NA,NA
1,421,603,NA,NA,NA,715,2,NA,10.5,NA,32,NA,NA,1.5,NA,NA
4,225,NA,110,NA,NA,715,2,2.5,6.3,NA,47.2,14.2,5.9,3.3,2.8,12.4
4,421,603,NA,NA,NA,720,2,NA,6.8,NA,34,NA,NA,3.7,NA,NA
1,421,603,NA,NA,NA,723,4,NA,15.5,NA,26,NA,NA,2.6,NA,NA
1,421,603,NA,NA,NA,715,2,NA,7.7,NA,23,NA,NA,5.1,NA,NA
3,421,603,NA,NA,NA,625,1,NA,1.9,NA,15,NA,NA,1.2,NA,NA
3,421,603,NA,NA,NA,627,4,NA,4.3,NA,19.5,NA,NA,1.5,NA,NA
3,421,603,NA,NA,NA,628,4,NA,4.1,NA,20,NA,NA,1.5,NA,NA
3,421,603,NA,NA,NA,620,4,NA,7.1,NA,2,NA,NA,1,NA,NA
3,421,603,NA,NA,NA,703,4,NA,3.4,NA,13,NA,NA,1,NA,NA
3,421,603,NA,NA,NA,705,NA,NA,4.9,NA,8,NA,NA,1.6,NA,NA
1,225,NA,76.5,NA,NA,616,2,2.7,6.6,NA,19,14.3,5.2,1.7,2.8,9.4
1,421,603,NA,NA,NA,725,2,NA,6.2,NA,18,NA,NA,1.6,NA,NA
3,421,603,NA,NA,NA,710,1,NA,3.6,NA,32,NA,NA,0.8,NA,NA
3,421,603,NA,NA,NA,720,4,NA,6.8,NA,25,NA,NA,1.8,NA,NA
1,421,603,NA,NA,NA,905,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,421,603,NA,NA,NA,810,2,NA,3.1,NA,15,NA,NA,2.5,NA,NA
1,225,NA,64,NA,NA,616,2,7.7,7.7,NA,16.2,10,5.2,6,3.5,6.6
1,421,603,NA,NA,NA,722,1,NA,7.2,NA,20,NA,NA,4.1,NA,NA
1,421,603,NA,NA,NA,811,2,NA,7.5,NA,11.5,NA,NA,4.4,NA,NA
1,421,603,NA,NA,NA,727,2,NA,16,NA,21,NA,NA,4.3,NA,NA
1,225,NA,73.7,NA,NA,609,2,4.1,10.7,NA,15.5,14.8,9.2,4.3,2.4,8.1
1,224,430,50,NA,NA,524,2,NA,12.8,8.1,1.1,12.2,6.4,NA,NA,7.3
1,225,NA,46.7,NA,NA,602,2,2.5,11.5,NA,18.7,9.6,4.3,2.4,2.2,7.6
1,421,603,NA,NA,NA,625,2,NA,10,NA,12.5,NA,NA,0.9,NA,NA
4,421,603,NA,NA,NA,701,2,NA,4.7,NA,21,NA,NA,2.5,NA,NA
1,225,NA,100,NA,NA,616,2,2.1,11,NA,23.7,10.7,4.7,1.8,2.6,10.2
3,421,603,NA,NA,NA,703,2,NA,9.5,NA,17.5,NA,NA,1,NA,NA
1,421,603,NA,NA,NA,724,2,NA,5.5,NA,34.5,NA,NA,1.5,NA,NA
1,314,429,160,3.5,NA,625,1,1.2,6.3,4,34,8.2,3.7,1.4,NA,NA
3,421,603,NA,NA,NA,620,2,NA,8.5,NA,28,NA,NA,1.1,NA,NA
1,421,603,NA,NA,NA,718,2,NA,9.5,NA,19.5,NA,NA,3,NA,NA
3,421,603,NA,NA,NA,901,2,NA,6.9,NA,28,NA,NA,1,NA,NA
1,421,603,NA,NA,NA,808,2,NA,8.5,NA,38,NA,NA,0.4,NA,NA
3,421,603,NA,NA,NA,810,1,NA,2.9,NA,31.5,NA,NA,1.4,NA,NA
1,306,508,175,2.7,809,610,2,1.3,2.6,NA,NA,NA,NA,1.5,NA,NA
3,421,603,NA,NA,NA,705,NA,NA,3.8,NA,17,NA,NA,1.4,NA,NA
1,421,603,NA,NA,NA,810,2,NA,13.5,NA,19,NA,NA,1.5,NA,NA
3,421,603,NA,NA,NA,723,1,NA,5.3,NA,28,NA,NA,1.4,NA,NA
3,421,603,NA,NA,NA,707,2,NA,3.3,NA,36.5,NA,NA,1.4,NA,NA
3,421,603,NA,NA,NA,625,2,NA,4.8,NA,18.5,NA,NA,1.4,NA,NA
1,421,603,NA,NA,NA,810,2,NA,7.9,NA,22,NA,NA,2.1,NA,NA
1,421,603,NA,NA,NA,705,NA,NA,6.8,NA,33,NA,NA,3.2,NA,NA
1,421,603,NA,NA,NA,628,1,NA,9.6,NA,23,NA,NA,1.5,NA,NA
3,421,603,NA,NA,NA,723,2,NA,4.5,NA,34,NA,NA,1.8,NA,NA
1,421,603,NA,NA,NA,705,2,NA,16,NA,28.5,NA,NA,6.8,NA,NA
3,421,603,NA,NA,NA,620,2,NA,12,NA,23,NA,NA,2.6,NA,NA
3,421,603,NA,NA,NA,625,2,NA,2.5,NA,18,NA,NA,1.6,NA,NA
3,421,603,NA,NA,NA,701,NA,NA,5.9,NA,15,NA,NA,1.1,NA,NA
3,421,603,NA,NA,NA,701,2,NA,8.5,NA,14,NA,NA,0.5,NA,NA
3,421,603,NA,NA,NA,623,NA,NA,5.3,NA,21,NA,NA,1.9,NA,NA
3,421,603,NA,NA,NA,620,2,NA,4.8,NA,41,NA,NA,1.9,NA,NA
1,421,603,NA,NA,NA,620,1,NA,4.4,NA,28,NA,NA,1.9,NA,NA
1,306,508,175,112.8,810,618,2,7.6,7.3,NA,NA,NA,NA,5.9,NA,NA
3,421,603,NA,NA,NA,701,2,NA,12.5,NA,29,NA,NA,1.4,NA,NA
1,421,603,NA,NA,NA,623,2,NA,14,NA,19.5,NA,NA,1.3,NA,NA
1,225,NA,68.3,NA,NA,618,2,4.9,9.2,NA,13.7,11.5,5.7,4.6,3,3.8
1,224,430,58,NA,NA,531,2,NA,6.9,6.8,1.1,6.5,6.6,NA,NA,3.7
3,421,603,NA,NA,NA,625,2,NA,7.3,NA,23.5,NA,NA,2.5,NA,NA
3,421,603,NA,NA,NA,722,2,NA,6.8,NA,35.5,NA,NA,0.8,NA,NA
4,421,603,NA,NA,NA,701,NA,NA,8.8,NA,31,NA,NA,2,NA,NA
3,224,430,97,NA,NA,516,2,NA,1.6,6.6,1.1,10.8,5.1,NA,NA,5.1
4,224,430,102,NA,NA,516,2,NA,3.6,5.4,1.2,7.5,3.5,NA,NA,10.2
3,314,429,170,4.4,NA,609,2,1.3,4.3,4.5,52,10.3,3.6,2.7,NA,NA
3,421,603,NA,NA,NA,627,2,NA,10.5,NA,24,NA,NA,0.7,NA,NA
1,314,429,150,8.7,NA,529,2,2,7.2,6,26,10.7,4.2,1.6,NA,NA
3,421,603,NA,NA,NA,702,2,NA,3.9,NA,21,NA,NA,1.1,NA,NA
1,225,NA,70,NA,NA,605,2,2.5,8.2,NA,18.2,9.6,4.9,2.6,2.8,7.2
1,225,514,NA,NA,NA,512,2,2.1,9.6,NA,14.3,11.9,4.9,2.49,3,4
3,421,603,NA,NA,NA,703,2,NA,7,NA,26,NA,NA,1.3,NA,NA
1,314,429,100,8.5,NA,530,2,3.4,8.2,4.5,19,9.2,4,1.6,NA,NA
3,225,514,NA,NA,NA,619,4,3,7.3,NA,42.2,15.3,6.3,2.52,NA,9.7
1,314,429,120,42.9,NA,609,2,5.5,6.6,5.7,33,10.8,5,2.9,NA,NA
3,225,514,NA,NA,NA,613,1,1.4,1.4,NA,11,4.4,1.9,1.58,3,4
1,225,514,NA,NA,NA,620,2,2.4,8.7,NA,32.2,10.8,4.6,2.95,3,6
3,225,514,NA,NA,NA,512,2,1.5,8.5,NA,24.5,9.4,4.3,2.59,NA,4
3,421,603,NA,NA,NA,705,NA,NA,5.5,NA,35,NA,NA,1.9,NA,NA
1,306,508,175,12,730,607,2,2.2,9.4,NA,NA,NA,NA,1.4,NA,NA
1,225,514,NA,NA,NA,509,2,1.6,8.8,NA,16,12.8,4.8,2.79,NA,6.7
3,225,514,NA,NA,NA,525,2,2.8,6.5,NA,20,13.5,6.5,2.66,2,4.8
3,225,514,NA,NA,NA,622,2,1.6,7.2,NA,32.8,10.4,4,2.27,NA,6
1,225,,NA,NA,NA,508,2,1.6,8,NA,24.2,8,2.7,1.34,2,6.5
3,224,430,83,NA,NA,516,2,NA,7.5,6.9,1,4.8,2.4,NA,NA,3.5
