features_name,importance
주경장,0.17977322062973292
초장,0.1620581373804488
파종기,0.15703215085265743
개화기,0.15443629749162416
과장,0.12581953535205742
정식기,0.11629606499608465
과실.속살의.두께,0.08548037592181121
착과형태,0.019104217375583613
