features_name,importance
주경장,0.1811490036896303
개화기,0.17883336343029377
초장,0.14640370795670357
파종기,0.13460520062469122
정식기,0.12851336590384405
과장,0.11889691212158693
과실.속살의.두께,0.09106904358588508
착과형태,0.020529402687365046
