features_name,importance
개화기,0.16796235069095372
파종기,0.16420093819079418
주경장,0.16062636383044868
초장,0.15965209071383824
과장,0.1271044375923107
정식기,0.11726148550954578
과실.속살의.두께,0.09170522533665072
착과형태,0.011487108135458052
