features_name,importance
주경장,0.17049967248820713
파종기,0.16632660739404975
초장,0.15513094996208512
개화기,0.14295773831887243
정식기,0.14059953950768658
과장,0.12938436458065844
과실.속살의.두께,0.08017252837413706
착과형태,0.014928599374303537
