features_name,importance
개화기,0.17306156594145367
초장,0.1706335489721175
파종기,0.15078126872776054
정식기,0.13992508319241206
주경장,0.13679457082408483
과장,0.1235714796175895
과실.속살의.두께,0.08672202534319115
착과형태,0.01851045738139085
