features_name,importance
개화기,0.17052621441149413
초장,0.1657374111736425
주경장,0.1602498472941706
정식기,0.140089721789023
과장,0.13096621783578008
파종기,0.13080973641038393
과실.속살의.두께,0.08331255609723436
착과형태,0.0183082949882714
