features_name,importance
초장,0.17461177206699433
주경장,0.17000534221163194
개화기,0.1581301618938592
과장,0.14049089438794224
파종기,0.1321916497888248
정식기,0.12020907091724549
과실.속살의.두께,0.08616482187185487
착과형태,0.01819628686164713
