features_name,importance
초장,0.1759326696372095
파종기,0.16401105618503664
주경장,0.16163654742860528
개화기,0.155915699409822
과장,0.1271812073949556
정식기,0.11028544162275179
과실.속살의.두께,0.08916882348690348
착과형태,0.01586855483471587
