features_name,importance
개화기,0.17638284389020897
주경장,0.1676509184080421
파종기,0.14360934144701532
정식기,0.14171611732617842
초장,0.13752835020216547
과장,0.13144006113246834
과실.속살의.두께,0.08437763610881875
착과형태,0.01729473148510265
