features_name,importance
파종기,0.16819180268683834
개화기,0.16258952629882711
주경장,0.1598156235367748
초장,0.1535214835076337
과장,0.12971293227947464
정식기,0.11078565748014897
과실.속살의.두께,0.09201572970322866
착과형태,0.023367244507073847
