features_name,importance
초장,0.18750243729702246
주경장,0.17202440574613906
개화기,0.1578729516179301
정식기,0.14139647916199508
파종기,0.1276458863028654
과장,0.11684569422479638
과실.속살의.두께,0.07805915877882169
착과형태,0.01865298687042975
