features_name,importance
주경장,0.1831778594114522
개화기,0.18092824961325063
초장,0.15040783500699936
파종기,0.12834288417499923
정식기,0.12818495824651097
과장,0.12681897683209303
과실.속살의.두께,0.08373728419618658
착과형태,0.018401952518508125
