features_name,importance
개화기,0.18551004620437778
초장,0.1727249744930566
주경장,0.16509322765485912
정식기,0.13076563280013576
파종기,0.12598755721678173
과장,0.12036213041042425
과실.속살의.두께,0.07678698410256028
착과형태,0.0227694471178045
