features_name,importance
개화기,0.18766267248359964
초장,0.17194020497761683
주경장,0.14864627847825013
정식기,0.1373514690356887
파종기,0.13067942984942746
과장,0.12477958373544286
과실.속살의.두께,0.08326160450459627
착과형태,0.015678756935378117
